ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
M18409757,VEH_3,6,D_295,Null,Null,Null,Null,No,9.8,0,360,7
Null,VEH_4,1,O_640,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166311626,VEH_4,2,D_1277,2023-05-16 02:33,267,60,2023-05-16 08:00,Yes,25.15,420,900,4
Null,VEH_5,1,O_640,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166311985,VEH_5,2,D_1341,2023-05-16 05:00,120,60,2023-05-16 08:00,Yes,24.69,420,900,2
Null,VEH_5,3,O_800,2023-05-16 09:39,0,0,2023-05-16 09:39,Null,0.0,0,1440,-1
20230515B498236_001,VEH_5,4,D_114,2023-05-16 09:40,20,60,2023-05-16 11:00,Yes,22.02,600,1020,5
Null,VEH_5,5,O_800,2023-05-16 12:39,0,0,2023-05-16 12:39,Null,0.0,0,1440,-1
20230515B498300_001,VEH_5,6,D_199,2023-05-16 13:03,0,60,2023-05-16 14:03,Yes,23.02,420,900,6
Null,VEH_5,7,O_279,2023-05-16 18:31,0,0,2023-05-16 18:31,Null,0.0,0,1440,-1
20230515B496557_001,VEH_5,8,D_1,Null,Null,Null,Null,No,26.43,0,360,6
Null,VEH_5,9,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499302_001,VEH_5,10,D_144,Null,Null,Null,Null,No,26.1,0,360,8
Null,VEH_6,1,O_640,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305166311610,VEH_6,2,D_1765,2023-05-16 07:53,307,60,2023-05-16 14:00,Yes,11.77,780,1080,4
Null,VEH_6,3,O_394,2023-05-16 15:42,0,0,2023-05-16 15:42,Null,0.0,0,1440,-1
20230515B497030_001,VEH_6,4,D_1,2023-05-16 16:53,67,60,2023-05-16 19:00,Yes,25.49,1080,120,6
Null,VEH_6,5,O_276,2023-05-16 19:10,0,0,2023-05-16 19:10,Null,0.0,0,1440,-1
20230515B495356_001,VEH_6,6,D_45,Null,Null,Null,Null,No,23.87,0,360,5
Null,VEH_7,1,O_640,2023-05-16 18:00,0,0,2023-05-16 18:00,Null,0.0,0,1440,-1
MF2305166311602,VEH_7,2,D_1762,Null,Null,Null,Null,No,14.5,0,360,7
MF2305276372497,VEH_7,3,D_2684,Null,Null,Null,Null,No,11.12,0,360,6
Null,VEH_9,1,O_640,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305176316646,VEH_9,2,D_1762,Null,Null,Null,Null,No,14.29,0,360,8
MF2305176316662,VEH_9,3,D_1762,Null,Null,Null,Null,No,12.36,600,1020,8
Null,VEH_23,1,O_640,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305166311586,VEH_23,2,D_1762,Null,Null,Null,Null,No,30.46,420,900,7
Null,VEH_102,1,O_641,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156308974,VEH_102,2,D_1527,2023-05-15 04:45,135,60,2023-05-15 08:00,Yes,13.32,420,900,0
Null,VEH_102,3,O_495,2023-05-15 09:12,0,0,2023-05-15 09:12,Null,0.0,0,1440,-1
20230515B498477_001,VEH_102,4,D_109,2023-05-15 10:19,0,60,2023-05-15 11:19,Yes,21.06,600,1020,0
Null,VEH_102,5,O_276,2023-05-15 12:50,0,0,2023-05-15 12:50,Null,0.0,0,1440,-1
20230513B494307_001,VEH_102,6,D_120,2023-05-15 14:49,191,60,2023-05-15 19:00,Yes,14.15,1080,120,0
Null,VEH_102,7,O_26,2023-05-15 19:08,0,0,2023-05-15 19:08,Null,0.0,0,1440,-1
20230515B495612_001,VEH_102,8,D_1,2023-05-15 21:15,0,60,2023-05-15 22:15,Yes,20.76,1080,120,3
Null,VEH_102,9,O_276,2023-05-15 22:25,0,0,2023-05-15 22:25,Null,0.0,0,1440,-1
20230513B494625_001,VEH_102,10,D_81,2023-05-16 00:24,0,60,2023-05-16 01:24,Yes,19.27,0,360,1
Null,VEH_102,11,O_19,2023-05-16 01:45,0,0,2023-05-16 01:45,Null,0.0,0,1440,-1
20230516B498978_001,VEH_102,12,D_1,2023-05-16 03:33,0,60,2023-05-16 04:33,Yes,17.11,0,360,4
Null,VEH_102,13,O_276,2023-05-16 06:10,0,0,2023-05-16 06:10,Null,0.0,0,1440,-1
20230515B495564_001,VEH_102,14,D_232,2023-05-16 08:56,64,60,2023-05-16 11:00,Yes,19.33,600,1020,5
Null,VEH_102,15,O_276,2023-05-16 14:58,0,0,2023-05-16 14:58,Null,0.0,0,1440,-1
20230515B494804_001,VEH_102,16,D_74,2023-05-16 16:44,76,60,2023-05-16 19:00,Yes,23.4,1080,120,6
Null,VEH_102,17,O_26,2023-05-16 19:16,0,0,2023-05-16 19:16,Null,0.0,0,1440,-1
N_20230516944756,VEH_102,18,D_179,Null,Null,Null,Null,No,23.04,0,360,5
Null,VEH_102,19,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498917_001,VEH_102,20,D_1,Null,Null,Null,Null,No,12.67,600,1020,7
20230515B494976_001,VEH_102,21,D_1,Null,Null,Null,Null,No,11.55,780,1080,7
Null,VEH_102,22,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494885_001,VEH_102,23,D_94,Null,Null,Null,Null,No,24.61,1080,120,7
Null,VEH_103,1,O_641,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305166312393,VEH_103,2,D_1859,2023-05-15 23:51,0,60,2023-05-16 00:51,Yes,19.63,1080,120,3
Null,VEH_103,3,O_800,2023-05-16 03:16,0,0,2023-05-16 03:16,Null,0.0,0,1440,-1
20230515B495653_001,VEH_103,4,D_30,2023-05-16 03:23,0,60,2023-05-16 04:23,Yes,21.64,0,360,4
Null,VEH_103,5,O_800,2023-05-16 06:52,0,0,2023-05-16 06:52,Null,0.0,0,1440,-1
20230515B498123_001,VEH_103,6,D_125,2023-05-16 06:52,188,60,2023-05-16 11:00,Yes,24.45,600,1020,4
Null,VEH_103,7,O_279,2023-05-16 12:17,0,0,2023-05-16 12:17,Null,0.0,0,1440,-1
20230516B000053_001,VEH_103,8,D_37,2023-05-16 12:37,0,60,2023-05-16 13:37,Yes,17.77,420,900,6
M18408488,VEH_103,9,D_309,Null,Null,Null,Null,No,7.07,420,900,6
Null,VEH_104,1,O_641,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166312363,VEH_104,2,D_1859,2023-05-16 05:51,69,60,2023-05-16 08:00,Yes,21.6,420,900,3
Null,VEH_104,3,O_800,2023-05-16 10:25,0,0,2023-05-16 10:25,Null,0.0,0,1440,-1
20230515B497518_001,VEH_104,4,D_208,2023-05-16 09:43,17,60,2023-05-16 11:00,Yes,23.85,600,1020,5
Null,VEH_104,5,O_800,2023-05-16 12:53,0,0,2023-05-16 12:53,Null,0.0,0,1440,-1
N_20230515939103,VEH_104,6,D_92,2023-05-16 13:49,0,60,2023-05-16 14:49,Yes,26.11,600,1020,6
Null,VEH_104,7,O_276,2023-05-16 18:16,0,0,2023-05-16 18:16,Null,0.0,0,1440,-1
20230515B495311_001,VEH_104,8,D_35,Null,Null,Null,Null,No,21.56,0,360,5
Null,VEH_104,9,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176321612,VEH_104,10,D_1317,Null,Null,Null,Null,No,20.44,0,360,8
Null,VEH_202,1,O_292,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156310882,VEH_202,2,D_1186,2023-05-15 11:03,0,60,2023-05-15 12:03,Yes,23.8,600,1020,1
Null,VEH_202,3,O_555,2023-05-15 13:20,0,0,2023-05-15 13:20,Null,0.0,0,1440,-1
MF2305156310822,VEH_202,4,D_2100,2023-05-15 15:47,133,60,2023-05-15 19:00,Yes,22.42,1080,120,2
Null,VEH_202,5,O_368,2023-05-16 00:46,0,0,2023-05-16 00:46,Null,0.0,0,1440,-1
MF2305166315664,VEH_202,6,D_1804,2023-05-16 00:13,0,60,2023-05-16 01:13,Yes,11.3,1080,120,4
Null,VEH_202,7,O_800,2023-05-16 08:51,0,0,2023-05-16 08:51,Null,0.0,0,1440,-1
20230515B495982_001,VEH_202,8,D_208,2023-05-16 09:11,229,60,2023-05-16 14:00,Yes,23.85,780,1080,3
Null,VEH_202,9,O_800,2023-05-16 14:53,0,0,2023-05-16 14:53,Null,0.0,0,1440,-1
20230515B497434_001,VEH_202,10,D_87,2023-05-16 15:34,0,60,2023-05-16 16:34,Yes,26.55,780,1080,4
Null,VEH_202,11,O_279,2023-05-16 16:57,0,0,2023-05-16 16:57,Null,0.0,0,1440,-1
MF2305186335008,VEH_202,12,D_1327,Null,Null,Null,Null,No,24.57,420,900,5
Null,VEH_203,1,O_292,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
20230516B000564_001,VEH_203,2,D_109,Null,Null,Null,Null,No,19.52,420,900,7
Null,VEH_204,1,O_292,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
20230515B498401_001,VEH_204,2,D_1,2023-05-16 02:59,241,60,2023-05-16 08:00,Yes,19.3,420,900,4
Null,VEH_204,3,O_276,2023-05-16 08:10,0,0,2023-05-16 08:10,Null,0.0,0,1440,-1
20230513B494606_001,VEH_204,4,D_113,2023-05-16 10:54,0,60,2023-05-16 11:54,Yes,26.02,600,1020,3
Null,VEH_204,5,O_279,2023-05-16 12:19,0,0,2023-05-16 12:19,Null,0.0,0,1440,-1
20230515B497015_001,VEH_204,6,D_233,Null,Null,Null,Null,No,18.69,0,360,6
Null,VEH_204,7,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498987_001,VEH_204,8,D_1,Null,Null,Null,Null,No,25.38,780,1080,6
Null,VEH_205,1,O_292,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305156298191,VEH_205,2,D_2060,2023-05-16 05:01,299,60,2023-05-16 11:00,Yes,21.45,600,1020,2
Null,VEH_205,3,O_62,2023-05-16 12:35,0,0,2023-05-16 12:35,Null,0.0,0,1440,-1
M18410097,VEH_205,4,D_294,Null,Null,Null,Null,No,21.45,0,360,6
Null,VEH_205,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495497_001,VEH_205,6,D_91,Null,Null,Null,Null,No,17.33,1080,120,6
Null,VEH_207,1,O_292,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B000566_001,VEH_207,2,D_109,2023-05-16 09:13,227,60,2023-05-16 14:00,Yes,13.81,780,1080,5
Null,VEH_207,3,O_276,2023-05-16 14:50,0,0,2023-05-16 14:50,Null,0.0,0,1440,-1
20230515B494939_001,VEH_207,4,D_81,2023-05-16 16:46,74,60,2023-05-16 19:00,Yes,22.2,1080,120,5
Null,VEH_207,5,O_19,2023-05-16 19:21,0,0,2023-05-16 19:21,Null,0.0,0,1440,-1
MF2305186337128,VEH_207,6,D_2084,Null,Null,Null,Null,No,19.48,0,360,5
Null,VEH_207,7,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18434764,VEH_207,8,D_359,Null,Null,Null,Null,No,14.15,0,360,8
Null,VEH_208,1,O_292,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B000561_001,VEH_208,2,D_1,2023-05-16 08:59,241,60,2023-05-16 14:00,Yes,23.32,780,1080,4
Null,VEH_208,3,O_276,2023-05-16 14:10,0,0,2023-05-16 14:10,Null,0.0,0,1440,-1
20230515B494947_001,VEH_208,4,D_199,2023-05-16 17:04,56,60,2023-05-16 19:00,Yes,26.75,1080,120,6
Null,VEH_208,5,O_279,2023-05-16 19:31,0,0,2023-05-16 19:31,Null,0.0,0,1440,-1
M18408575,VEH_208,6,D_972,Null,Null,Null,Null,No,6.05,600,1020,7
20230516B000211_001,VEH_208,7,D_208,Null,Null,Null,Null,No,20.62,0,360,6
Null,VEH_208,8,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498268_001,VEH_208,9,D_152,Null,Null,Null,Null,No,24.73,1080,120,7
Null,VEH_302,1,O_537,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
M18406180,VEH_302,2,D_318,2023-05-15 06:09,51,60,2023-05-15 08:00,Yes,20.57,420,900,0
Null,VEH_302,3,O_800,2023-05-15 08:51,0,0,2023-05-15 08:51,Null,0.0,0,1440,-1
20230515B495246_001,VEH_302,4,D_84,2023-05-15 09:43,0,60,2023-05-15 10:43,Yes,18.53,420,900,1
Null,VEH_302,5,O_819,2023-05-15 13:20,0,0,2023-05-15 13:20,Null,0.0,0,1440,-1
MF2305166312778,VEH_302,6,D_1426,2023-05-15 14:15,0,60,2023-05-15 15:15,Yes,18.51,600,1020,2
Null,VEH_302,7,O_279,2023-05-16 00:44,0,0,2023-05-16 00:44,Null,0.0,0,1440,-1
M18434665,VEH_302,8,D_359,2023-05-16 00:31,0,60,2023-05-16 01:31,Yes,22.39,0,360,4
Null,VEH_302,9,O_279,2023-05-16 01:49,0,0,2023-05-16 01:49,Null,0.0,0,1440,-1
M18408614,VEH_302,10,D_848,2023-05-16 02:18,942,60,2023-05-16 19:00,Yes,11.58,1080,120,4
Null,VEH_302,11,O_40,2023-05-16 19:36,0,0,2023-05-16 19:36,Null,0.0,0,1440,-1
20230515B496563_001,VEH_302,12,D_233,Null,Null,Null,Null,No,18.26,0,360,7
Null,VEH_302,13,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B003127_001,VEH_302,14,D_99,Null,Null,Null,Null,No,26.49,0,360,8
Null,VEH_303,1,O_537,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
M18409981,VEH_303,2,D_424,Null,Null,Null,Null,No,25.61,600,1020,6
Null,VEH_304,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18407963,VEH_304,2,D_273,2023-05-15 11:32,0,60,2023-05-15 12:32,Yes,18.61,600,1020,1
Null,VEH_304,3,O_800,2023-05-15 12:48,0,0,2023-05-15 12:48,Null,0.0,0,1440,-1
20230515B498119_001,VEH_304,4,D_21,2023-05-15 13:24,0,60,2023-05-15 14:24,Yes,15.35,780,1080,1
20230515B497517_001,VEH_304,5,D_208,2023-05-15 15:17,0,60,2023-05-15 16:17,Yes,8.8,600,1020,2
Null,VEH_304,6,O_276,2023-05-15 19:40,0,0,2023-05-15 19:40,Null,0.0,0,1440,-1
20230513B494190_001,VEH_304,7,D_65,2023-05-15 23:02,0,60,2023-05-16 00:02,Yes,19.84,1080,120,3
Null,VEH_304,8,O_42,2023-05-16 00:35,0,0,2023-05-16 00:35,Null,0.0,0,1440,-1
MF2305176321213,VEH_304,9,D_2208,2023-05-16 00:43,0,60,2023-05-16 01:43,Yes,23.35,1080,120,4
Null,VEH_305,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406155,VEH_305,2,D_312,2023-05-15 10:52,128,60,2023-05-15 14:00,Yes,21.3,780,1080,0
Null,VEH_305,3,O_800,2023-05-15 15:10,0,0,2023-05-15 15:10,Null,0.0,0,1440,-1
20230515B497543_001,VEH_305,4,D_200,2023-05-15 15:22,158,60,2023-05-15 19:00,Yes,24.43,1080,120,1
Null,VEH_305,5,O_276,2023-05-16 02:36,0,0,2023-05-16 02:36,Null,0.0,0,1440,-1
20230513B493924_001,VEH_305,6,D_131,2023-05-16 02:15,285,60,2023-05-16 08:00,Yes,24.22,420,900,3
Null,VEH_305,7,O_800,2023-05-16 09:08,0,0,2023-05-16 09:08,Null,0.0,0,1440,-1
20230515B497292_001,VEH_305,8,D_196,2023-05-16 08:33,87,60,2023-05-16 11:00,Yes,13.81,600,1020,4
N_20230515938881,VEH_305,9,D_4,Null,Null,Null,Null,No,10.15,0,360,4
Null,VEH_305,10,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498167_001,VEH_305,11,D_132,Null,Null,Null,Null,No,16.53,0,360,4
Null,VEH_306,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406193,VEH_306,2,D_708,2023-05-15 09:41,199,60,2023-05-15 14:00,Yes,19.51,780,1080,0
Null,VEH_306,3,O_800,2023-05-15 17:14,0,0,2023-05-15 17:14,Null,0.0,0,1440,-1
20230515B497603_001,VEH_306,4,D_104,2023-05-15 17:04,56,60,2023-05-15 19:00,Yes,22.5,1080,120,1
Null,VEH_306,5,O_129,2023-05-15 19:07,0,0,2023-05-15 19:07,Null,0.0,0,1440,-1
20230515B495853_001,VEH_306,6,D_208,2023-05-15 20:04,236,60,2023-05-16 01:00,Yes,23.65,0,360,2
Null,VEH_306,7,O_800,2023-05-16 01:53,0,0,2023-05-16 01:53,Null,0.0,0,1440,-1
20230515B497240_001,VEH_306,8,D_26,2023-05-16 02:09,0,60,2023-05-16 03:09,Yes,25.82,0,360,4
Null,VEH_306,9,O_40,2023-05-16 06:53,0,0,2023-05-16 06:53,Null,0.0,0,1440,-1
20230515B495900_001,VEH_306,10,D_233,2023-05-16 07:28,152,60,2023-05-16 11:00,Yes,15.47,600,1020,4
Null,VEH_306,11,O_800,2023-05-16 12:38,0,0,2023-05-16 12:38,Null,0.0,0,1440,-1
20230515B497435_001,VEH_306,12,D_87,Null,Null,Null,Null,No,19.6,0,360,5
Null,VEH_306,13,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18408520,VEH_306,14,D_636,Null,Null,Null,Null,No,26.09,1080,120,4
Null,VEH_307,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406232,VEH_307,2,D_273,2023-05-15 11:32,88,60,2023-05-15 14:00,Yes,18.97,780,1080,0
Null,VEH_307,3,O_800,2023-05-15 14:16,0,0,2023-05-15 14:16,Null,0.0,0,1440,-1
20230515B497501_001,VEH_307,4,D_160,2023-05-15 15:16,164,60,2023-05-15 19:00,Yes,24.59,1080,120,2
Null,VEH_307,5,O_276,2023-05-15 20:15,0,0,2023-05-15 20:15,Null,0.0,0,1440,-1
20230513B494174_001,VEH_307,6,D_195,2023-05-15 20:47,193,60,2023-05-16 01:00,Yes,18.64,0,360,3
Null,VEH_307,7,O_62,2023-05-16 01:49,0,0,2023-05-16 01:49,Null,0.0,0,1440,-1
20230516B499673_001,VEH_307,8,D_108,2023-05-16 01:59,301,60,2023-05-16 08:00,Yes,9.61,420,900,4
Null,VEH_307,9,O_800,2023-05-16 08:44,0,0,2023-05-16 08:44,Null,0.0,0,1440,-1
20230515B497619_001,VEH_307,10,D_81,Null,Null,Null,Null,No,19.37,0,360,4
Null,VEH_307,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B001592_001,VEH_307,12,D_108,Null,Null,Null,Null,No,14.48,0,360,8
20230517B002390_001,VEH_307,13,D_108,Null,Null,Null,Null,No,6.95,0,360,8
Null,VEH_308,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18407870,VEH_308,2,D_424,2023-05-15 12:27,333,60,2023-05-15 19:00,Yes,22.11,1080,120,1
Null,VEH_308,3,O_800,2023-05-16 01:31,0,0,2023-05-16 01:31,Null,0.0,0,1440,-1
20230515B497220_001,VEH_308,4,D_82,2023-05-16 01:37,0,60,2023-05-16 02:37,Yes,24.27,1080,120,4
Null,VEH_308,5,O_800,2023-05-16 06:14,0,0,2023-05-16 06:14,Null,0.0,0,1440,-1
20230516B499985_001,VEH_308,6,D_208,2023-05-16 06:52,188,60,2023-05-16 11:00,Yes,19.78,600,1020,4
Null,VEH_308,7,O_800,2023-05-16 12:53,0,0,2023-05-16 12:53,Null,0.0,0,1440,-1
20230515B497568_001,VEH_308,8,D_203,2023-05-16 13:29,0,60,2023-05-16 14:29,Yes,15.74,420,900,6
Null,VEH_308,9,O_495,2023-05-16 18:11,0,0,2023-05-16 18:11,Null,0.0,0,1440,-1
20230515B495187_001,VEH_308,10,D_90,Null,Null,Null,Null,No,21.65,0,360,7
Null,VEH_309,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166311760,VEH_309,2,D_1380,2023-05-15 17:58,0,60,2023-05-15 18:58,Yes,22.41,780,1080,2
Null,VEH_309,3,O_800,2023-05-15 19:41,0,0,2023-05-15 19:41,Null,0.0,0,1440,-1
20230515B497195_001,VEH_309,4,D_30,2023-05-15 19:13,0,60,2023-05-15 20:13,Yes,25.2,1080,120,3
Null,VEH_309,5,O_800,2023-05-16 00:52,0,0,2023-05-16 00:52,Null,0.0,0,1440,-1
20230515B497208_001,VEH_309,6,D_32,2023-05-16 00:45,0,60,2023-05-16 01:45,Yes,22.98,1080,120,4
Null,VEH_309,7,O_279,2023-05-16 06:22,0,0,2023-05-16 06:22,Null,0.0,0,1440,-1
M18408476,VEH_309,8,D_832,2023-05-16 08:27,93,60,2023-05-16 11:00,Yes,20.99,600,1020,4
Null,VEH_309,9,O_495,2023-05-16 13:01,0,0,2023-05-16 13:01,Null,0.0,0,1440,-1
20230516B498797_001,VEH_309,10,D_83,2023-05-16 16:07,113,60,2023-05-16 19:00,Yes,15.03,1080,120,4
Null,VEH_309,11,O_640,2023-05-16 19:21,0,0,2023-05-16 19:21,Null,0.0,0,1440,-1
MF2305186339915,VEH_309,12,D_1184,Null,Null,Null,Null,No,18.74,0,360,7
Null,VEH_310,1,O_537,2023-05-16 12:00,0,0,2023-05-16 12:00,Null,0.0,0,1440,-1
MF2305166312319,VEH_310,2,D_1244,2023-05-16 16:58,0,60,2023-05-16 17:58,Yes,21.78,600,1020,6
Null,VEH_310,3,O_495,2023-05-16 18:17,0,0,2023-05-16 18:17,Null,0.0,0,1440,-1
MF2305166314303,VEH_310,4,D_1349,Null,Null,Null,Null,No,26.57,0,360,7
Null,VEH_311,1,O_537,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
M18406010,VEH_311,2,D_456,2023-05-15 23:39,21,60,2023-05-16 01:00,Yes,21.45,0,360,1
Null,VEH_311,3,O_800,2023-05-16 01:32,0,0,2023-05-16 01:32,Null,0.0,0,1440,-1
N_20230515938789,VEH_311,4,D_1,2023-05-16 03:14,0,60,2023-05-16 04:14,Yes,22.24,0,360,4
Null,VEH_311,5,O_276,2023-05-16 06:10,0,0,2023-05-16 06:10,Null,0.0,0,1440,-1
20230515B494669_001,VEH_311,6,D_15,2023-05-16 08:52,68,60,2023-05-16 11:00,Yes,17.42,600,1020,5
Null,VEH_311,7,O_394,2023-05-16 13:51,0,0,2023-05-16 13:51,Null,0.0,0,1440,-1
MF2305166314806,VEH_311,8,D_2148,2023-05-16 15:41,139,60,2023-05-16 19:00,Yes,15.98,1080,120,6
Null,VEH_311,9,O_19,2023-05-16 19:30,0,0,2023-05-16 19:30,Null,0.0,0,1440,-1
20230516B499608_001,VEH_311,10,D_208,Null,Null,Null,Null,No,17.28,0,360,7
Null,VEH_312,1,O_537,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
M18406244,VEH_312,2,D_273,2023-05-15 23:32,28,60,2023-05-16 01:00,Yes,18.04,0,360,1
Null,VEH_312,3,O_800,2023-05-16 01:16,0,0,2023-05-16 01:16,Null,0.0,0,1440,-1
20230515B495022_001,VEH_312,4,D_108,2023-05-16 01:53,0,60,2023-05-16 02:53,Yes,19.36,1080,120,4
Null,VEH_312,5,O_800,2023-05-16 06:44,0,0,2023-05-16 06:44,Null,0.0,0,1440,-1
20230515B498120_001,VEH_312,6,D_125,2023-05-16 07:19,161,60,2023-05-16 11:00,Yes,15.94,600,1020,5
Null,VEH_312,7,O_279,2023-05-16 12:17,0,0,2023-05-16 12:17,Null,0.0,0,1440,-1
20230516B000388_001,VEH_312,8,D_7,2023-05-16 12:23,0,60,2023-05-16 13:23,Yes,24.47,600,1020,6
Null,VEH_312,9,O_279,2023-05-16 13:51,0,0,2023-05-16 13:51,Null,0.0,0,1440,-1
M18408084,VEH_312,10,D_340,Null,Null,Null,Null,No,5.18,420,900,6
20230516B000203_001,VEH_312,11,D_209,Null,Null,Null,Null,No,15.41,0,360,6
Null,VEH_312,12,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495341_001,VEH_312,13,D_132,Null,Null,Null,Null,No,21.18,1080,120,6
Null,VEH_313,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
M18407869,VEH_313,2,D_424,2023-05-15 18:27,333,60,2023-05-16 01:00,Yes,12.26,0,360,0
MF2305156298397,VEH_313,3,D_1246,2023-05-16 03:11,0,60,2023-05-16 04:11,Yes,13.06,0,360,1
Null,VEH_313,4,O_19,2023-05-16 04:57,0,0,2023-05-16 04:57,Null,0.0,0,1440,-1
20230515B496696_001,VEH_313,5,D_233,2023-05-16 04:32,0,60,2023-05-16 05:32,Yes,18.33,0,360,4
