ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
Null,VEH_202,3,O_555,2023-05-15 13:20,0,0,2023-05-15 13:20,Null,0.0,0,1440,-1
MF2305156310822,VEH_202,4,D_2100,Null,Null,Null,Null,No,22.42,1080,120,2
Null,VEH_302,1,O_537,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
M18406180,VEH_302,2,D_318,2023-05-15 06:09,51,60,2023-05-15 08:00,Yes,20.57,420,900,0
Null,VEH_302,3,O_800,2023-05-15 08:51,0,0,2023-05-15 08:51,Null,0.0,0,1440,-1
20230515B495246_001,VEH_302,4,D_84,2023-05-15 09:43,0,60,2023-05-15 10:43,Yes,18.53,420,900,1
Null,VEH_302,5,O_819,2023-05-15 13:20,0,0,2023-05-15 13:20,Null,0.0,0,1440,-1
MF2305166312778,VEH_302,6,D_1426,2023-05-15 14:15,0,60,2023-05-15 15:15,Yes,18.51,600,1020,2
Null,VEH_304,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18407963,VEH_304,2,D_273,2023-05-15 11:32,0,60,2023-05-15 12:32,Yes,18.61,600,1020,1
Null,VEH_304,3,O_800,2023-05-15 12:48,0,0,2023-05-15 12:48,Null,0.0,0,1440,-1
20230515B498119_001,VEH_304,4,D_21,2023-05-15 13:24,0,60,2023-05-15 14:24,Yes,15.35,780,1080,1
20230515B497517_001,VEH_304,5,D_208,2023-05-15 15:17,0,60,2023-05-15 16:17,Yes,8.8,600,1020,2
Null,VEH_304,6,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494190_001,VEH_304,7,D_65,Null,Null,Null,Null,No,19.84,1080,120,3
Null,VEH_305,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406155,VEH_305,2,D_312,2023-05-15 10:52,128,60,2023-05-15 14:00,Yes,21.3,780,1080,0
Null,VEH_305,3,O_800,2023-05-15 15:10,0,0,2023-05-15 15:10,Null,0.0,0,1440,-1
20230515B497543_001,VEH_305,4,D_200,Null,Null,Null,Null,No,24.43,1080,120,1
Null,VEH_306,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406193,VEH_306,2,D_708,2023-05-15 09:41,199,60,2023-05-15 14:00,Yes,19.51,780,1080,0
Null,VEH_306,3,O_800,2023-05-15 17:14,0,0,2023-05-15 17:14,Null,0.0,0,1440,-1
20230515B497603_001,VEH_306,4,D_104,Null,Null,Null,Null,No,22.5,1080,120,1
Null,VEH_306,5,O_129,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495853_001,VEH_306,6,D_208,Null,Null,Null,Null,No,23.65,0,360,2
Null,VEH_307,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406232,VEH_307,2,D_273,2023-05-15 11:32,88,60,2023-05-15 14:00,Yes,18.97,780,1080,0
Null,VEH_307,3,O_800,2023-05-15 14:16,0,0,2023-05-15 14:16,Null,0.0,0,1440,-1
20230515B497501_001,VEH_307,4,D_160,Null,Null,Null,Null,No,24.59,1080,120,2
Null,VEH_307,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494174_001,VEH_307,6,D_195,Null,Null,Null,Null,No,18.64,0,360,3
Null,VEH_308,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18407870,VEH_308,2,D_424,Null,Null,Null,Null,No,22.11,1080,120,1
Null,VEH_309,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166311760,VEH_309,2,D_1380,Null,Null,Null,Null,No,22.41,780,1080,2
Null,VEH_309,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497195_001,VEH_309,4,D_30,Null,Null,Null,Null,No,25.2,1080,120,3
Null,VEH_311,1,O_537,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
M18406010,VEH_311,2,D_456,Null,Null,Null,Null,No,21.45,0,360,1
Null,VEH_312,1,O_537,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
M18406244,VEH_312,2,D_273,Null,Null,Null,Null,No,18.04,0,360,1
Null,VEH_313,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
M18407869,VEH_313,2,D_424,Null,Null,Null,Null,No,12.26,0,360,0
MF2305156298397,VEH_313,3,D_1246,Null,Null,Null,Null,No,13.06,0,360,1
Null,VEH_315,1,O_537,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
M18406250,VEH_315,2,D_362,Null,Null,Null,Null,No,24.08,0,360,3
Null,VEH_323,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18405662,VEH_323,2,D_403,2023-05-15 10:31,149,60,2023-05-15 14:00,Yes,27.7,780,1080,1
Null,VEH_324,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
M18406185,VEH_324,2,D_273,Null,Null,Null,Null,No,29.32,780,1080,1
Null,VEH_324,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497565_001,VEH_324,4,D_203,Null,Null,Null,Null,No,30.7,1080,120,3
Null,VEH_402,1,O_42,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156309716,VEH_402,2,D_1295,2023-05-15 05:24,276,60,2023-05-15 11:00,Yes,27.0,600,1020,0
Null,VEH_402,3,O_495,2023-05-15 13:15,0,0,2023-05-15 13:15,Null,0.0,0,1440,-1
MF2305256365180,VEH_402,4,D_2403,Null,Null,Null,Null,No,19.88,1080,120,1
Null,VEH_402,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
N_20230515938871,VEH_402,6,D_1,Null,Null,Null,Null,No,16.33,0,360,1
Null,VEH_402,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176324863,VEH_402,8,D_1780,Null,Null,Null,Null,No,23.31,0,360,1
Null,VEH_403,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305166314219,VEH_403,2,D_1533,Null,Null,Null,Null,No,22.02,0,360,2
Null,VEH_404,1,O_42,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156309756,VEH_404,2,D_1295,2023-05-15 11:24,0,60,2023-05-15 12:24,Yes,26.34,420,900,1
Null,VEH_404,3,O_614,2023-05-15 13:09,0,0,2023-05-15 13:09,Null,0.0,0,1440,-1
MF2305176322249,VEH_404,4,D_1621,Null,Null,Null,Null,No,19.18,1080,120,2
Null,VEH_405,1,O_42,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156309746,VEH_405,2,D_1295,2023-05-15 11:24,96,60,2023-05-15 14:00,Yes,24.54,780,1080,0
Null,VEH_405,3,O_495,2023-05-15 15:15,0,0,2023-05-15 15:15,Null,0.0,0,1440,-1
MF2305256365182,VEH_405,4,D_2403,2023-05-15 15:14,0,60,2023-05-15 16:14,Yes,25.14,780,1080,2
Null,VEH_405,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498359_001,VEH_405,6,D_205,Null,Null,Null,Null,No,17.77,1080,120,3
Null,VEH_406,1,O_42,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305186339745,VEH_406,2,D_1184,2023-05-15 10:52,128,60,2023-05-15 14:00,Yes,20.72,780,1080,0
Null,VEH_406,3,O_276,2023-05-15 15:42,0,0,2023-05-15 15:42,Null,0.0,0,1440,-1
20230513B494142_001,VEH_406,4,D_36,2023-05-15 16:31,0,60,2023-05-15 17:31,Yes,22.87,780,1080,2
Null,VEH_406,5,O_394,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166315888,VEH_406,6,D_1271,Null,Null,Null,Null,No,19.68,0,360,1
Null,VEH_407,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309720,VEH_407,2,D_1295,Null,Null,Null,Null,No,22.02,0,360,2
Null,VEH_409,1,O_42,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156309856,VEH_409,2,D_1295,Null,Null,Null,Null,No,22.24,1080,120,1
Null,VEH_409,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495106_001,VEH_409,4,D_48,Null,Null,Null,Null,No,24.47,0,360,2
Null,VEH_410,1,O_42,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156309850,VEH_410,2,D_1295,Null,Null,Null,Null,No,15.88,1080,120,2
Null,VEH_410,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498471_001,VEH_410,4,D_72,Null,Null,Null,Null,No,24.83,0,360,2
Null,VEH_411,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309752,VEH_411,2,D_1295,Null,Null,Null,Null,No,18.05,0,360,3
Null,VEH_412,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309722,VEH_412,2,D_1295,Null,Null,Null,Null,No,17.58,0,360,3
Null,VEH_423,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309803,VEH_423,2,D_1295,Null,Null,Null,Null,No,30.74,1080,120,3
Null,VEH_424,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309854,VEH_424,2,D_1295,Null,Null,Null,Null,No,27.37,0,360,0
Null,VEH_425,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309748,VEH_425,2,D_1295,Null,Null,Null,Null,No,31.14,0,360,1
Null,VEH_502,1,O_309,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305176316932,VEH_502,2,D_1791,2023-05-15 09:29,0,60,2023-05-15 10:29,Yes,22.31,420,900,1
Null,VEH_502,3,O_276,2023-05-15 13:41,0,0,2023-05-15 13:41,Null,0.0,0,1440,-1
M18406162,VEH_502,4,D_293,2023-05-15 15:57,0,60,2023-05-15 16:57,Yes,22.46,780,1080,2
Null,VEH_502,5,O_288,Null,Null,Null,Null,Null,0.0,0,1440,-1
PND000263,VEH_502,6,D_2943,Null,Null,Null,Null,No,20.04,1080,120,3
Null,VEH_503,1,O_309,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305176316930,VEH_503,2,D_2168,2023-05-15 09:49,191,60,2023-05-15 14:00,Yes,11.51,780,1080,0
Null,VEH_503,3,O_288,2023-05-15 14:19,0,0,2023-05-15 14:19,Null,0.0,0,1440,-1
PND000339,VEH_503,4,D_2318,Null,Null,Null,Null,No,23.26,780,1080,2
Null,VEH_503,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494282_001,VEH_503,6,D_166,Null,Null,Null,Null,No,19.21,0,360,3
Null,VEH_603,1,O_45,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498099_001,VEH_603,2,D_1,2023-05-15 08:20,280,60,2023-05-15 14:00,Yes,19.07,780,1080,1
Null,VEH_603,3,O_276,2023-05-15 14:10,0,0,2023-05-15 14:10,Null,0.0,0,1440,-1
20230513B494127_001,VEH_603,4,D_9,Null,Null,Null,Null,No,26.53,1080,120,2
Null,VEH_702,1,O_70,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156310668,VEH_702,2,D_1827,2023-05-15 05:18,102,60,2023-05-15 08:00,Yes,22.84,420,900,0
Null,VEH_702,3,O_26,2023-05-15 08:56,0,0,2023-05-15 08:56,Null,0.0,0,1440,-1
20230515B498441_001,VEH_702,4,D_109,2023-05-15 11:40,0,60,2023-05-15 12:40,Yes,24.8,420,900,1
Null,VEH_702,5,O_276,2023-05-15 13:30,0,0,2023-05-15 13:30,Null,0.0,0,1440,-1
20230513B494184_001,VEH_702,6,D_139,Null,Null,Null,Null,No,18.26,1080,120,1
Null,VEH_702,7,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498541_001,VEH_702,8,D_56,Null,Null,Null,Null,No,25.13,0,360,3
Null,VEH_802,1,O_68,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498542_001,VEH_802,2,D_56,2023-05-15 02:27,0,60,2023-05-15 03:27,Yes,17.56,0,360,0
Null,VEH_802,3,O_537,2023-05-15 06:35,0,0,2023-05-15 06:35,Null,0.0,0,1440,-1
M18408035,VEH_802,4,D_426,2023-05-15 10:20,0,60,2023-05-15 11:20,Yes,25.11,420,900,1
Null,VEH_802,5,O_394,2023-05-15 12:32,0,0,2023-05-15 12:32,Null,0.0,0,1440,-1
MF2305166314603,VEH_802,6,D_2125,Null,Null,Null,Null,No,26.46,1080,120,1
Null,VEH_803,1,O_68,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498538_001,VEH_803,2,D_56,2023-05-15 02:27,273,60,2023-05-15 08:00,Yes,19.74,420,900,0
Null,VEH_804,1,O_68,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156309453,VEH_804,2,D_1323,2023-05-15 04:44,316,60,2023-05-15 11:00,Yes,22.8,600,1020,0
Null,VEH_804,3,O_800,2023-05-15 13:37,0,0,2023-05-15 13:37,Null,0.0,0,1440,-1
20230515B498297_001,VEH_804,4,D_199,2023-05-15 13:39,0,60,2023-05-15 14:39,Yes,26.92,780,1080,2
Null,VEH_807,1,O_68,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498103_001,VEH_807,2,D_23,2023-05-15 08:06,114,60,2023-05-15 11:00,Yes,22.31,600,1020,1
Null,VEH_807,3,O_68,2023-05-15 14:04,0,0,2023-05-15 14:04,Null,0.0,0,1440,-1
20230515B498539_001,VEH_807,4,D_56,Null,Null,Null,Null,No,16.1,1080,120,1
Null,VEH_808,1,O_68,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498534_001,VEH_808,2,D_144,2023-05-15 08:19,281,60,2023-05-15 14:00,Yes,25.6,780,1080,0
Null,VEH_808,3,O_537,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186339733,VEH_808,4,D_1654,Null,Null,Null,Null,No,18.78,1080,120,3
Null,VEH_1002,1,O_288,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
PND000124,VEH_1002,2,D_2258,2023-05-15 03:37,0,60,2023-05-15 04:37,Yes,17.07,0,360,0
Null,VEH_1002,3,O_276,2023-05-15 07:38,0,0,2023-05-15 07:38,Null,0.0,0,1440,-1
20230513B494586_001,VEH_1002,4,D_197,2023-05-15 07:51,129,60,2023-05-15 11:00,Yes,21.71,600,1020,1
Null,VEH_1002,5,O_800,2023-05-15 13:37,0,0,2023-05-15 13:37,Null,0.0,0,1440,-1
20230515B497268_001,VEH_1002,6,D_1,2023-05-15 15:06,0,60,2023-05-15 16:06,Yes,25.58,600,1020,2
Null,VEH_1002,7,O_276,2023-05-15 16:16,0,0,2023-05-15 16:16,Null,0.0,0,1440,-1
20230513B494293_001,VEH_1002,8,D_103,Null,Null,Null,Null,No,14.07,1080,120,2
Null,VEH_1002,9,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498421_001,VEH_1002,10,D_1,Null,Null,Null,Null,No,25.88,0,360,3
Null,VEH_1003,1,O_288,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
PND000409,VEH_1003,2,D_2234,2023-05-15 04:31,329,60,2023-05-15 11:00,Yes,19.91,600,1020,0
Null,VEH_1003,3,O_26,2023-05-15 12:26,0,0,2023-05-15 12:26,Null,0.0,0,1440,-1
20230515B498442_001,VEH_1003,4,D_109,2023-05-15 15:08,0,60,2023-05-15 16:08,Yes,24.73,780,1080,2
Null,VEH_1003,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494643_001,VEH_1003,6,D_207,Null,Null,Null,Null,No,12.32,0,360,3
Null,VEH_1003,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494114_001,VEH_1003,8,D_19,Null,Null,Null,Null,No,23.19,0,360,3
Null,VEH_1004,1,O_288,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
PND000125,VEH_1004,2,D_2252,2023-05-15 10:05,0,60,2023-05-15 11:05,Yes,12.85,600,1020,1
Null,VEH_1004,3,O_800,2023-05-15 12:30,0,0,2023-05-15 12:30,Null,0.0,0,1440,-1
20230515B497575_001,VEH_1004,4,D_166,Null,Null,Null,Null,No,17.4,1080,120,1
Null,VEH_1007,1,O_288,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
PND000082,VEH_1007,2,D_2242,Null,Null,Null,Null,No,21.39,780,1080,2
Null,VEH_1008,1,O_288,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
PND000456,VEH_1008,2,D_2232,2023-05-15 09:47,13,60,2023-05-15 11:00,Yes,21.27,600,1020,1
Null,VEH_1008,3,O_309,2023-05-15 12:08,0,0,2023-05-15 12:08,Null,0.0,0,1440,-1
MF2305176316936,VEH_1008,4,D_1447,2023-05-15 15:15,0,60,2023-05-15 16:15,Yes,26.16,780,1080,2
Null,VEH_1008,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498231_001,VEH_1008,6,D_79,Null,Null,Null,Null,No,25.11,0,360,1
Null,VEH_1009,1,O_288,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
PND000330,VEH_1009,2,D_2237,2023-05-15 09:46,194,60,2023-05-15 14:00,Yes,20.51,780,1080,0
Null,VEH_1009,3,O_495,2023-05-15 14:50,0,0,2023-05-15 14:50,Null,0.0,0,1440,-1
20230515B495067_001,VEH_1009,4,D_36,2023-05-15 16:30,0,60,2023-05-15 17:30,Yes,23.48,780,1080,2
Null,VEH_1102,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385734,VEH_1102,2,D_1968,2023-05-15 04:08,0,60,2023-05-15 05:08,Yes,26.78,0,360,0
Null,VEH_1102,3,O_45,2023-05-15 08:06,0,0,2023-05-15 08:06,Null,0.0,0,1440,-1
20230515B498098_001,VEH_1102,4,D_1,2023-05-15 09:41,19,60,2023-05-15 11:00,Yes,13.74,600,1020,0
Null,VEH_1102,5,O_276,2023-05-15 12:10,0,0,2023-05-15 12:10,Null,0.0,0,1440,-1
M18408066,VEH_1102,6,D_429,Null,Null,Null,Null,No,19.06,1080,120,0
Null,VEH_1103,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385747,VEH_1103,2,D_1966,2023-05-15 04:52,0,60,2023-05-15 05:52,Yes,17.22,0,360,0
Null,VEH_1103,3,O_276,2023-05-15 08:00,0,0,2023-05-15 08:00,Null,0.0,0,1440,-1
20230513B494131_001,VEH_1103,4,D_15,2023-05-15 09:48,12,60,2023-05-15 11:00,Yes,25.28,600,1020,0
Null,VEH_1103,5,O_276,2023-05-15 14:59,0,0,2023-05-15 14:59,Null,0.0,0,1440,-1
20230513B494302_001,VEH_1103,6,D_106,Null,Null,Null,Null,No,14.12,1080,120,2
Null,VEH_1103,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494026_001,VEH_1103,8,D_181,Null,Null,Null,Null,No,19.13,0,360,1
Null,VEH_1104,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316383890,VEH_1104,2,D_1963,2023-05-15 04:11,169,60,2023-05-15 08:00,Yes,16.69,420,900,0
Null,VEH_1104,3,O_276,2023-05-15 10:05,0,0,2023-05-15 10:05,Null,0.0,0,1440,-1
20230515B494732_001,VEH_1104,4,D_1,2023-05-15 10:03,0,60,2023-05-15 11:03,Yes,26.94,420,900,1
Null,VEH_1104,5,O_276,2023-05-15 12:10,0,0,2023-05-15 12:10,Null,0.0,0,1440,-1
N_20230513922578,VEH_1104,6,D_195,Null,Null,Null,Null,No,25.29,1080,120,1
Null,VEH_1105,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385711,VEH_1105,2,D_1966,2023-05-15 04:52,308,60,2023-05-15 11:00,Yes,24.11,600,1020,0
Null,VEH_1105,3,O_495,2023-05-15 12:58,0,0,2023-05-15 12:58,Null,0.0,0,1440,-1
MF2305156297801,VEH_1105,4,D_1195,Null,Null,Null,Null,No,26.41,1080,120,1
Null,VEH_1106,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385719,VEH_1106,2,D_1568,2023-05-15 04:39,321,60,2023-05-15 11:00,Yes,25.41,600,1020,0
Null,VEH_1106,3,O_614,2023-05-15 12:23,0,0,2023-05-15 12:23,Null,0.0,0,1440,-1
MF2305236350935,VEH_1106,4,D_1757,Null,Null,Null,Null,No,21.57,1080,120,0
Null,VEH_1106,5,O_73,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305316385716,VEH_1106,6,D_1968,Null,Null,Null,Null,No,23.22,0,360,2
Null,VEH_1107,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385742,VEH_1107,2,D_1967,2023-05-15 04:14,346,60,2023-05-15 11:00,Yes,24.66,600,1020,0
Null,VEH_1108,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156311410,VEH_1108,2,D_1341,2023-05-15 09:35,0,60,2023-05-15 10:35,Yes,12.13,420,900,1
MF2305316385706,VEH_1108,3,D_1967,Null,Null,Null,Null,No,10.97,1080,120,0
Null,VEH_1109,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316385736,VEH_1109,2,D_1965,2023-05-15 10:31,0,60,2023-05-15 11:31,Yes,22.57,600,1020,1
Null,VEH_1109,3,O_394,2023-05-15 13:48,0,0,2023-05-15 13:48,Null,0.0,0,1440,-1
MF2305166315892,VEH_1109,4,D_1271,2023-05-15 16:43,0,60,2023-05-15 17:43,Yes,18.82,780,1080,2
Null,VEH_1109,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497142_001,VEH_1109,6,D_2,Null,Null,Null,Null,No,21.31,0,360,3
Null,VEH_1110,1,O_73,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305316385702,VEH_1110,2,D_1966,Null,Null,Null,Null,No,9.52,0,360,3
MF2305156311406,VEH_1110,3,D_2103,Null,Null,Null,Null,No,15.38,420,900,3
Null,VEH_1111,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316384868,VEH_1111,2,D_1658,2023-05-15 11:06,114,60,2023-05-15 14:00,Yes,18.1,780,1080,0
Null,VEH_1111,3,O_276,2023-05-15 15:44,0,0,2023-05-15 15:44,Null,0.0,0,1440,-1
MF2305166312391,VEH_1111,4,D_1788,Null,Null,Null,Null,No,13.52,0,360,2
Null,VEH_1111,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493970_001,VEH_1111,6,D_71,Null,Null,Null,Null,No,15.26,0,360,1
Null,VEH_1111,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493984_001,VEH_1111,8,D_79,Null,Null,Null,Null,No,21.79,1080,120,2
Null,VEH_1112,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316385727,VEH_1112,2,D_1965,2023-05-15 10:31,149,60,2023-05-15 14:00,Yes,17.21,780,1080,0
Null,VEH_1112,3,O_309,2023-05-15 15:13,0,0,2023-05-15 15:13,Null,0.0,0,1440,-1
20230515B498512_001,VEH_1112,4,D_83,Null,Null,Null,Null,No,23.51,1080,120,0
Null,VEH_1113,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316384863,VEH_1113,2,D_1714,Null,Null,Null,Null,No,24.55,1080,120,1
Null,VEH_1114,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385728,VEH_1114,2,D_1568,Null,Null,Null,Null,No,16.8,1080,120,1
Null,VEH_1114,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494453_001,VEH_1114,4,D_197,Null,Null,Null,Null,No,19.4,0,360,2
Null,VEH_1115,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385729,VEH_1115,2,D_1966,Null,Null,Null,Null,No,26.59,1080,120,2
