ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
M18407963,VEH_304,2,D_273,Null,Null,Null,Null,No,18.61,600,1020,1
Null,VEH_304,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498119_001,VEH_304,4,D_21,Null,Null,Null,Null,No,15.35,780,1080,1
20230515B497517_001,VEH_304,5,D_208,Null,Null,Null,Null,No,8.8,600,1020,2
Null,VEH_305,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406155,VEH_305,2,D_312,Null,Null,Null,Null,No,21.3,780,1080,0
Null,VEH_305,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497543_001,VEH_305,4,D_200,Null,Null,Null,Null,No,24.43,1080,120,1
Null,VEH_306,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406193,VEH_306,2,D_708,Null,Null,Null,Null,No,19.51,780,1080,0
Null,VEH_306,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497603_001,VEH_306,4,D_104,Null,Null,Null,Null,No,22.5,1080,120,1
Null,VEH_307,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406232,VEH_307,2,D_273,Null,Null,Null,Null,No,18.97,780,1080,0
Null,VEH_307,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497501_001,VEH_307,4,D_160,Null,Null,Null,Null,No,24.59,1080,120,2
Null,VEH_308,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18407870,VEH_308,2,D_424,Null,Null,Null,Null,No,22.11,1080,120,1
Null,VEH_309,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166311760,VEH_309,2,D_1380,Null,Null,Null,Null,No,22.41,780,1080,2
Null,VEH_313,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
M18407869,VEH_313,2,D_424,Null,Null,Null,Null,No,12.26,0,360,0
MF2305156298397,VEH_313,3,D_1246,Null,Null,Null,Null,No,13.06,0,360,1
Null,VEH_323,1,O_537,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18405662,VEH_323,2,D_403,Null,Null,Null,Null,No,27.7,780,1080,1
Null,VEH_324,1,O_537,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
M18406185,VEH_324,2,D_273,Null,Null,Null,Null,No,29.32,780,1080,1
Null,VEH_402,1,O_42,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156309716,VEH_402,2,D_1295,2023-05-15 05:24,276,60,2023-05-15 11:00,Yes,27.0,600,1020,0
Null,VEH_402,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305256365180,VEH_402,4,D_2403,Null,Null,Null,Null,No,19.88,1080,120,1
Null,VEH_404,1,O_42,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156309756,VEH_404,2,D_1295,Null,Null,Null,Null,No,26.34,420,900,1
Null,VEH_404,3,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176322249,VEH_404,4,D_1621,Null,Null,Null,Null,No,19.18,1080,120,2
Null,VEH_405,1,O_42,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156309746,VEH_405,2,D_1295,Null,Null,Null,Null,No,24.54,780,1080,0
Null,VEH_405,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305256365182,VEH_405,4,D_2403,Null,Null,Null,Null,No,25.14,780,1080,2
Null,VEH_406,1,O_42,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305186339745,VEH_406,2,D_1184,Null,Null,Null,Null,No,20.72,780,1080,0
Null,VEH_406,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494142_001,VEH_406,4,D_36,Null,Null,Null,Null,No,22.87,780,1080,2
Null,VEH_409,1,O_42,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156309856,VEH_409,2,D_1295,Null,Null,Null,Null,No,22.24,1080,120,1
Null,VEH_410,1,O_42,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156309850,VEH_410,2,D_1295,Null,Null,Null,Null,No,15.88,1080,120,2
Null,VEH_502,1,O_309,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305176316932,VEH_502,2,D_1791,2023-05-15 09:29,0,60,2023-05-15 10:29,Yes,22.31,420,900,1
Null,VEH_502,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18406162,VEH_502,4,D_293,Null,Null,Null,Null,No,22.46,780,1080,2
Null,VEH_503,1,O_309,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305176316930,VEH_503,2,D_2168,Null,Null,Null,Null,No,11.51,780,1080,0
Null,VEH_503,3,O_288,Null,Null,Null,Null,Null,0.0,0,1440,-1
PND000339,VEH_503,4,D_2318,Null,Null,Null,Null,No,23.26,780,1080,2
Null,VEH_603,1,O_45,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498099_001,VEH_603,2,D_1,Null,Null,Null,Null,No,19.07,780,1080,1
Null,VEH_603,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494127_001,VEH_603,4,D_9,Null,Null,Null,Null,No,26.53,1080,120,2
Null,VEH_702,1,O_70,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156310668,VEH_702,2,D_1827,2023-05-15 05:18,102,60,2023-05-15 08:00,Yes,22.84,420,900,0
Null,VEH_702,3,O_26,2023-05-15 08:56,0,0,2023-05-15 08:56,Null,0.0,0,1440,-1
20230515B498441_001,VEH_702,4,D_109,Null,Null,Null,Null,No,24.8,420,900,1
Null,VEH_702,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494184_001,VEH_702,6,D_139,Null,Null,Null,Null,No,18.26,1080,120,1
Null,VEH_802,1,O_68,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498542_001,VEH_802,2,D_56,2023-05-15 02:27,0,60,2023-05-15 03:27,Yes,17.56,0,360,0
Null,VEH_802,3,O_537,2023-05-15 06:35,0,0,2023-05-15 06:35,Null,0.0,0,1440,-1
M18408035,VEH_802,4,D_426,2023-05-15 10:20,0,60,2023-05-15 11:20,Yes,25.11,420,900,1
Null,VEH_802,5,O_394,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166314603,VEH_802,6,D_2125,Null,Null,Null,Null,No,26.46,1080,120,1
Null,VEH_803,1,O_68,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498538_001,VEH_803,2,D_56,2023-05-15 02:27,273,60,2023-05-15 08:00,Yes,19.74,420,900,0
Null,VEH_804,1,O_68,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156309453,VEH_804,2,D_1323,2023-05-15 04:44,316,60,2023-05-15 11:00,Yes,22.8,600,1020,0
Null,VEH_804,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498297_001,VEH_804,4,D_199,Null,Null,Null,Null,No,26.92,780,1080,2
Null,VEH_807,1,O_68,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498103_001,VEH_807,2,D_23,2023-05-15 08:06,114,60,2023-05-15 11:00,Yes,22.31,600,1020,1
Null,VEH_807,3,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498539_001,VEH_807,4,D_56,Null,Null,Null,Null,No,16.1,1080,120,1
Null,VEH_808,1,O_68,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498534_001,VEH_808,2,D_144,Null,Null,Null,Null,No,25.6,780,1080,0
Null,VEH_1002,1,O_288,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
PND000124,VEH_1002,2,D_2258,2023-05-15 03:37,0,60,2023-05-15 04:37,Yes,17.07,0,360,0
Null,VEH_1002,3,O_276,2023-05-15 07:38,0,0,2023-05-15 07:38,Null,0.0,0,1440,-1
20230513B494586_001,VEH_1002,4,D_197,2023-05-15 07:51,129,60,2023-05-15 11:00,Yes,21.71,600,1020,1
Null,VEH_1002,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497268_001,VEH_1002,6,D_1,Null,Null,Null,Null,No,25.58,600,1020,2
Null,VEH_1002,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494293_001,VEH_1002,8,D_103,Null,Null,Null,Null,No,14.07,1080,120,2
Null,VEH_1003,1,O_288,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
PND000409,VEH_1003,2,D_2234,2023-05-15 04:31,329,60,2023-05-15 11:00,Yes,19.91,600,1020,0
Null,VEH_1003,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498442_001,VEH_1003,4,D_109,Null,Null,Null,Null,No,24.73,780,1080,2
Null,VEH_1004,1,O_288,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
PND000125,VEH_1004,2,D_2252,2023-05-15 10:05,0,60,2023-05-15 11:05,Yes,12.85,600,1020,1
Null,VEH_1004,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497575_001,VEH_1004,4,D_166,Null,Null,Null,Null,No,17.4,1080,120,1
Null,VEH_1007,1,O_288,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
PND000082,VEH_1007,2,D_2242,Null,Null,Null,Null,No,21.39,780,1080,2
Null,VEH_1008,1,O_288,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
PND000456,VEH_1008,2,D_2232,2023-05-15 09:47,13,60,2023-05-15 11:00,Yes,21.27,600,1020,1
Null,VEH_1008,3,O_309,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176316936,VEH_1008,4,D_1447,Null,Null,Null,Null,No,26.16,780,1080,2
Null,VEH_1009,1,O_288,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
PND000330,VEH_1009,2,D_2237,Null,Null,Null,Null,No,20.51,780,1080,0
Null,VEH_1009,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495067_001,VEH_1009,4,D_36,Null,Null,Null,Null,No,23.48,780,1080,2
Null,VEH_1102,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385734,VEH_1102,2,D_1968,2023-05-15 04:08,0,60,2023-05-15 05:08,Yes,26.78,0,360,0
Null,VEH_1102,3,O_45,2023-05-15 08:06,0,0,2023-05-15 08:06,Null,0.0,0,1440,-1
20230515B498098_001,VEH_1102,4,D_1,2023-05-15 09:41,19,60,2023-05-15 11:00,Yes,13.74,600,1020,0
Null,VEH_1102,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18408066,VEH_1102,6,D_429,Null,Null,Null,Null,No,19.06,1080,120,0
Null,VEH_1103,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385747,VEH_1103,2,D_1966,2023-05-15 04:52,0,60,2023-05-15 05:52,Yes,17.22,0,360,0
Null,VEH_1103,3,O_276,2023-05-15 08:00,0,0,2023-05-15 08:00,Null,0.0,0,1440,-1
20230513B494131_001,VEH_1103,4,D_15,2023-05-15 09:48,12,60,2023-05-15 11:00,Yes,25.28,600,1020,0
Null,VEH_1103,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494302_001,VEH_1103,6,D_106,Null,Null,Null,Null,No,14.12,1080,120,2
Null,VEH_1104,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316383890,VEH_1104,2,D_1963,2023-05-15 04:11,169,60,2023-05-15 08:00,Yes,16.69,420,900,0
Null,VEH_1104,3,O_276,2023-05-15 10:05,0,0,2023-05-15 10:05,Null,0.0,0,1440,-1
20230515B494732_001,VEH_1104,4,D_1,2023-05-15 10:03,0,60,2023-05-15 11:03,Yes,26.94,420,900,1
Null,VEH_1104,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
N_20230513922578,VEH_1104,6,D_195,Null,Null,Null,Null,No,25.29,1080,120,1
Null,VEH_1105,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385711,VEH_1105,2,D_1966,2023-05-15 04:52,308,60,2023-05-15 11:00,Yes,24.11,600,1020,0
Null,VEH_1105,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305156297801,VEH_1105,4,D_1195,Null,Null,Null,Null,No,26.41,1080,120,1
Null,VEH_1106,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385719,VEH_1106,2,D_1568,2023-05-15 04:39,321,60,2023-05-15 11:00,Yes,25.41,600,1020,0
Null,VEH_1106,3,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305236350935,VEH_1106,4,D_1757,Null,Null,Null,Null,No,21.57,1080,120,0
Null,VEH_1107,1,O_73,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305316385742,VEH_1107,2,D_1967,2023-05-15 04:14,346,60,2023-05-15 11:00,Yes,24.66,600,1020,0
Null,VEH_1108,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156311410,VEH_1108,2,D_1341,2023-05-15 09:35,0,60,2023-05-15 10:35,Yes,12.13,420,900,1
MF2305316385706,VEH_1108,3,D_1967,Null,Null,Null,Null,No,10.97,1080,120,0
Null,VEH_1109,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316385736,VEH_1109,2,D_1965,2023-05-15 10:31,0,60,2023-05-15 11:31,Yes,22.57,600,1020,1
Null,VEH_1109,3,O_394,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166315892,VEH_1109,4,D_1271,Null,Null,Null,Null,No,18.82,780,1080,2
Null,VEH_1111,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316384868,VEH_1111,2,D_1658,Null,Null,Null,Null,No,18.1,780,1080,0
Null,VEH_1111,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166312391,VEH_1111,4,D_1788,Null,Null,Null,Null,No,13.52,0,360,2
Null,VEH_1111,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493970_001,VEH_1111,6,D_71,Null,Null,Null,Null,No,15.26,0,360,1
Null,VEH_1111,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493984_001,VEH_1111,8,D_79,Null,Null,Null,Null,No,21.79,1080,120,2
Null,VEH_1112,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316385727,VEH_1112,2,D_1965,Null,Null,Null,Null,No,17.21,780,1080,0
Null,VEH_1112,3,O_309,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498512_001,VEH_1112,4,D_83,Null,Null,Null,Null,No,23.51,1080,120,0
Null,VEH_1113,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316384863,VEH_1113,2,D_1714,Null,Null,Null,Null,No,24.55,1080,120,1
Null,VEH_1114,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385728,VEH_1114,2,D_1568,Null,Null,Null,Null,No,16.8,1080,120,1
Null,VEH_1115,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385729,VEH_1115,2,D_1966,Null,Null,Null,Null,No,26.59,1080,120,2
Null,VEH_1116,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385737,VEH_1116,2,D_1568,Null,Null,Null,Null,No,19.73,1080,120,2
Null,VEH_1118,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316383891,VEH_1118,2,D_1658,Null,Null,Null,Null,No,22.07,1080,120,1
Null,VEH_1120,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316384861,VEH_1120,2,D_1210,Null,Null,Null,Null,No,25.98,1080,120,0
Null,VEH_1122,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316385720,VEH_1122,2,D_1966,2023-05-15 10:52,0,60,2023-05-15 11:52,Yes,32.62,420,900,1
Null,VEH_1122,3,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176316926,VEH_1122,4,D_1424,Null,Null,Null,Null,No,27.79,600,1020,2
Null,VEH_1123,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316383902,VEH_1123,2,D_1658,Null,Null,Null,Null,No,28.87,780,1080,1
Null,VEH_1123,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498483_001,VEH_1123,4,D_209,Null,Null,Null,Null,No,8.32,1080,120,2
Null,VEH_1124,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385701,VEH_1124,2,D_1568,Null,Null,Null,Null,No,28.36,780,1080,2
Null,VEH_1202,1,O_819,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305166312782,VEH_1202,2,D_1426,2023-05-15 03:25,215,60,2023-05-15 08:00,Yes,26.59,420,900,0
Null,VEH_1202,3,O_26,2023-05-15 09:06,0,0,2023-05-15 09:06,Null,0.0,0,1440,-1
20230515B495621_001,VEH_1202,4,D_233,2023-05-15 09:54,0,60,2023-05-15 10:54,Yes,20.22,420,900,0
Null,VEH_1202,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495686_001,VEH_1202,6,D_1,Null,Null,Null,Null,No,23.47,600,1020,2
Null,VEH_1202,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494267_001,VEH_1202,8,D_95,Null,Null,Null,Null,No,20.55,1080,120,1
Null,VEH_1203,1,O_819,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305166312772,VEH_1203,2,D_1410,2023-05-15 05:22,278,60,2023-05-15 11:00,Yes,24.12,600,1020,0
Null,VEH_1204,1,O_819,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312812,VEH_1204,2,D_1678,2023-05-15 10:05,0,60,2023-05-15 11:05,Yes,17.1,420,900,1
Null,VEH_1204,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498215_001,VEH_1204,4,D_74,Null,Null,Null,Null,No,22.35,780,1080,2
Null,VEH_1205,1,O_819,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312774,VEH_1205,2,D_1410,Null,Null,Null,Null,No,19.31,600,1020,1
Null,VEH_1206,1,O_819,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156311429,VEH_1206,2,D_1359,Null,Null,Null,Null,No,21.73,420,900,2
Null,VEH_1302,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B494741_001,VEH_1302,2,D_1,2023-05-15 00:11,0,60,2023-05-15 01:11,Yes,16.96,0,360,0
20230513B494105_001,VEH_1302,3,D_121,2023-05-15 03:19,221,60,2023-05-15 08:00,Yes,9.71,420,900,0
Null,VEH_1302,4,O_800,2023-05-15 08:28,0,0,2023-05-15 08:28,Null,0.0,0,1440,-1
20230515B497198_001,VEH_1302,5,D_31,2023-05-15 08:39,0,60,2023-05-15 09:39,Yes,21.8,420,900,0
Null,VEH_1302,6,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497160_001,VEH_1302,7,D_111,Null,Null,Null,Null,No,17.33,1080,120,1
Null,VEH_1303,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494265_001,VEH_1303,2,D_163,2023-05-15 01:43,0,60,2023-05-15 02:43,Yes,16.64,0,360,0
20230513B494192_001,VEH_1303,3,D_64,2023-05-15 08:05,115,60,2023-05-15 11:00,Yes,9.2,600,1020,0
Null,VEH_1304,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494283_001,VEH_1304,2,D_100,2023-05-15 01:54,0,60,2023-05-15 02:54,Yes,13.51,0,360,0
20230513B494570_001,VEH_1304,3,D_6,2023-05-15 05:06,114,60,2023-05-15 08:00,Yes,13.47,420,900,0
Null,VEH_1304,4,O_276,2023-05-15 08:52,0,0,2023-05-15 08:52,Null,0.0,0,1440,-1
20230513B494124_001,VEH_1304,5,D_191,2023-05-15 10:05,0,60,2023-05-15 11:05,Yes,17.41,600,1020,0
Null,VEH_1304,6,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497087_001,VEH_1304,7,D_209,Null,Null,Null,Null,No,9.57,600,1020,2
20230515B498450_001,VEH_1304,8,D_209,Null,Null,Null,Null,No,17.33,420,900,2
Null,VEH_1305,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494584_001,VEH_1305,2,D_146,2023-05-15 02:22,0,60,2023-05-15 03:22,Yes,24.84,0,360,0
Null,VEH_1305,3,O_800,2023-05-15 06:49,0,0,2023-05-15 06:49,Null,0.0,0,1440,-1
20230515B497267_001,VEH_1305,4,D_1,2023-05-15 08:22,0,60,2023-05-15 09:22,Yes,21.02,420,900,1
Null,VEH_1305,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494165_001,VEH_1305,6,D_41,Null,Null,Null,Null,No,20.33,780,1080,2
Null,VEH_1306,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B495454_001,VEH_1306,2,D_150,2023-05-15 02:22,0,60,2023-05-15 03:22,Yes,17.85,0,360,0
Null,VEH_1306,3,O_800,2023-05-15 07:14,0,0,2023-05-15 07:14,Null,0.0,0,1440,-1
20230515B498507_001,VEH_1306,4,D_209,2023-05-15 08:09,111,60,2023-05-15 11:00,Yes,19.57,600,1020,1
Null,VEH_1306,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494335_001,VEH_1306,6,D_113,Null,Null,Null,Null,No,23.98,600,1020,2
Null,VEH_1307,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494261_001,VEH_1307,2,D_54,2023-05-15 02:51,0,60,2023-05-15 03:51,Yes,19.47,0,360,0
Null,VEH_1307,3,O_800,2023-05-15 07:11,0,0,2023-05-15 07:11,Null,0.0,0,1440,-1
20230515B498153_001,VEH_1307,4,D_117,2023-05-15 06:54,6,60,2023-05-15 08:00,Yes,19.38,420,900,1
Null,VEH_1307,5,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18406377,VEH_1307,6,D_435,Null,Null,Null,Null,No,17.04,1080,120,2
Null,VEH_1308,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494482_001,VEH_1308,2,D_95,2023-05-15 02:55,0,60,2023-05-15 03:55,Yes,18.06,0,360,0
Null,VEH_1308,3,O_279,2023-05-15 06:21,0,0,2023-05-15 06:21,Null,0.0,0,1440,-1
M18406334,VEH_1308,4,D_385,2023-05-15 10:58,0,60,2023-05-15 11:58,Yes,20.43,600,1020,1
Null,VEH_1308,5,O_641,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186339757,VEH_1308,6,D_1654,Null,Null,Null,Null,No,24.55,1080,120,2
Null,VEH_1309,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494024_001,VEH_1309,2,D_96,2023-05-15 02:58,0,60,2023-05-15 03:58,Yes,20.38,0,360,0
Null,VEH_1309,3,O_62,2023-05-15 06:55,0,0,2023-05-15 06:55,Null,0.0,0,1440,-1
20230515B497984_001,VEH_1309,4,D_108,2023-05-15 07:22,0,60,2023-05-15 08:22,Yes,19.02,420,900,1
Null,VEH_1309,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176324261,VEH_1309,6,D_1916,Null,Null,Null,Null,No,23.64,1080,120,0
